brand,name,rating,ingredients,link
Peter-Thomas-Roth,Water-Drench-Hyaluronic-Cloud-Cream,3.3,"Aloe Barbadensis Leaf Extract (92%), Alcohol, Glyceryl Polyacrylate, Dipropylene Glycol, Butylene Glycol, Glycerin, Propylene Glycol, 1,2-hexanediol, Polyglutamic Acid, Betaine, Sodium Hyaluronate, Carendula Officinalis Flower Extract, Mentha Viridis (Spearmint) Extract, Melissa Officinalis Extract, Carbomer, PEG-60 Hydrogenated Castor Oil, Triethanolamine, Phenoxyethanol, Water, Parfum, Disodium EDTA. ",https://www.makeupalley.com/product/showreview.asp/ItemId=194286/Water-Drench-Hyaluronic-Cloud-Cream/Peter-Thomas-Roth/Moisturizers
Nadinola,Fade-Cream,3.9,"Active Ingredients Hydroquinone - 3%Skin Lightener , Octisalate - 3%Sunscreen Inactive Ingredients Water , Mineral Oil , Stearyl Alcohol , Decyl Oleate , Glyceryl Stearate , Oleth-20 , Laureth-23 , Propylene Glycol , Stearamidopropyl Dimethylamine , Citric Acid , Sodium Metabisulfite , Methylparaben , Propylparaben , Fragrance (02/16/12)",https://www.makeupalley.com/product/showreview.asp/ItemId=106219/Fade-Cream/Nadinola/Skincare---Face
Andalou-Naturals,1000-Roses-Beautiful-Day-Cream,3.5,"Cream: Water (Aqua), Prunus Amygdalus Dulcis (Sweet Almond) Oil, Alcohol, Glyceryl Stearate SE, Hydrolyzed Beeswax, Prunus Domestica Seed Oil, Glycerin, Xanthan Gum, Lactic Acid.Lotion: Water (Aqua), Prunus Amygdalus Dulcis (Sweet Almond) Oil, Alcohol, Glyceryl Stearate SE, Glycerin, Hydrolyzed Beeswax, Prunus Domestica Seed Oil, Xanthan Gum, Lactic Acid.",https://www.makeupalley.com/product/showreview.asp/ItemId=183542/1000-Roses-Beautiful-Day-Cream/Andalou-Naturals/Moisturizers
Weleda,Almond-Face-Cream,3.8,"WATER(AQUA/EAU), GLYCERIN, CYCLOPENTASILOXANE, DIPROPYLENE GLYCOL, XYLITOL, SD ALCOHOL 40-B (ALCOHOL DENAT.), PEG-20, BIS-PEG-18 METHYL ETHER DIMETHYL SILANE, DIPEPTIDE-15, DIMETHICONE, ERYTHRITOL, PEG-150, POLYMETHYLSILSESQUIOXANE, TREHALOSE, SODIUM CHLORIDE, BETAINE, PEG-10 DIMETHICONE, PEG/PPG-19/19 DIMETHICONE, HYDROGENATED POLYISOBUTENE, PHENOXYETHANOL, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, ETHYLHEXYL METHOXYCINNAMATE, BUTYLENE GLYCOL, TRISODIUM EDTA, PEG/PPG-17/4 DIMETHYL ETHER, CAFFEINE, ALCOHOL, CETYL ETHYLHEXANOATE, FRAGRANCE (PARFUM), SODIUM METABISULFITE, PHYTOSTERYL/OCTYLDODECYL LAUROYL GLUTAMATE, LIMONENE, HEXYL CINNAMAL, BUTYLPHENYL METHYLPROPIONAL, PAEONIA ALBIFLORA ROOT EXTRACT, BENZYL BENZOATE, LINALOOL, BHT, LAMIUM ALBUM FLOWER/LEAF/STEM EXTRACT, DAUCUS CAROTA SATIVA (CARROT) ROOT PROTOPLASTS, CITRUS JUNOS SEED EXTRACT, TOCOPHEROL, BENZOIC ACID, BETA-CAROTENE (CI 75130)",https://www.makeupalley.com/product/showreview.asp/ItemId=7235/Almond-Face-Cream/Weleda/Moisturizers
SHISEIDO,Waso-Clear-Mega-Hydrating-Cream,3.2,"NEW 10/2019 Water, Glycerin, Caprylic/Capric Triglyceride, Niacinamide, Cetearyl Alcohol, Potassium Phosphate Ceramide NP, Ceramide AP, Ceramide EOP, Carbomer, Dimethicone, Ceteareth-20, Behentrimonium Methosulfate, Ceteareth-20, Sodium Lauroyl Lactylate, Sodium Hyaluronate, Cholesterol. Phenoxyethanol, Disodium EDTA, Dipotassium Phosphate, Caprylyl Glycol, Phytosphingosine, Xanthan Gum, Polyglyceryl-3, Diisostearate, Ethylhexylglycerin _______________________________________________________ PREVIOUS Water, Glycerin, Caprylic/Capric Triglycerides, Niacinamide, Cetearyl Alcohol, Ceramide 3, Ceramide 6-II, Ceramide 1, Phytosphingosine, Hyaluronic Acid, Sodium Hydroxide, Dimethicone, Behentrimonium Methosulfate, Ceteareth-20,  Polyglyceryl-3 Diisostearate, Cholesterol, Xanthan Gum, Carbomer, Disodium EDTA, Dipotassium Phosphate, Potassium Phosphate, Sodium Lauroyl Lactylate, Methylparaben, Propylparaben _______________________________________________________ ORIGINAL purified water, glycerin, caprylic/capric triglycerides, niacinamide, behentrimonium methosulfate, cetearyl alcohol, ceteareth-20, cetearyl alcohol, ceramide 3, ceramide 6-ii, ceramide 1, phytosphingosine, hyaluronic acid, cholesterol, dimethicone, polyglyceryl-3 diisostearate, potassium phosphate, dipotassium phosphate, sodium lauroyl lactylate, disodium edta, methylparaben, propylparaben, carbomer, xanthan gum",https://www.makeupalley.com/product/showreview.asp/ItemId=196015/Waso-Clear-Mega-Hydrating-Cream/SHISEIDO/Moisturizers
CeraVe,Facial-Moisturizing-Lotion---PM,3.7,"Aqua (Water), Larrea Divaricata Extract, Angelica Archangelica Root Water, Glycerin, Sodium Polyacrylate, Aluminum Starch Octenylsuccinate, Menthone Glycerin Acetal. Ethylhexyl Stearate, Phenoxyethanol, Caprylyl Glycol, Saccharomyses Lysate Extract, Myristyl Lactate, Myristyl Alcohol, Trideceth-6, Aloe Barbadensis Leaf Juice, Pathenol, Parfum (Fragrance), Buddleja Davidii Extract, EThymus Vulgaris (Thyme) Extract, Butylene Glycol, Propylene Glycol, Perfluorodecalin, BHT, Simmondsia Chinensis (Jojoba) Seed Oil, Lilial, Salix Alba (Willow) Bark Extract, Ascophyllum Nodosum Extract, Lecithin, Linoleic Acid, Benzyl Benzoate, Alpha-Linoleic Acid, Copper Sulfate, Glycosphingolipids, Oleic Acid, Linalool, Spiraea Ulmaria Extract, Calcium Carbonate, Magnesium Chloride, Potassium Chloride, Gold, Silver, Lyral, Ascorbyl Palmitate, Tocopherol, PEG-75 Shea Butter Glycerides, Vaccinium Macrocarpon (Cranberry) Seed Oil, Rubus Chamaemorus Seed Oil, Retinyl Palmitate, Xanthan Gum, Tocotrienols, Carotenoids",https://www.makeupalley.com/product/showreview.asp/ItemId=128411/Facial-Moisturizing-Lotion---PM/CeraVe/Moisturizers
Skyn-Iceland,The-ANTIDOTE,3.6,"US Avene skin recovery cream:AVÃˆNE THERMAL SPRING WATER, MINERAL OIL, GLYCERIN, GLYCERYL STEARATE, SQUALANE, CYCLOPENTASILOXANE, CLYCOHEXASILOXANE, SERINE, CARBOMER, TETRASODIUM EDTA, TRIETHANOLAMINE",https://www.makeupalley.com/product/showreview.asp/ItemId=88211/The-ANTIDOTE/Skyn-Iceland/Moisturizers
Acne.org,Moisturizer,3.2,"Water, Simmondsia chinensis (Jojoba) Seed Oil, Methyl Gluceth-20, Squalane, Saccharide Isomerate, Butylene Glycol, Sodium Hyaluronate, Glycyrrhiza glabra (Licorice) Root Extract, Panthenol, Tocopheryl Acetate, Cetearyl Alcohol, Sorbitan Olivate, Cetearyl Olivate, PEG-12 Glyceryl Distearate, PEG-23 Glyceryl Distearate, Carbomer, Triethanolamine, Phenoxyethanol, Ethylhexylglycerin        ",https://www.makeupalley.com/product/showreview.asp/ItemId=108374/Moisturizer/Acne.org/Moisturizers
Avene,Skin-Recovery-Cream,4.1,"2019 Ingredients: Algae (Seaweed) Extract, Cyclopentasiloxane, Petrolatum, Glyceryl Distearate, Phenyl Trimethicone, Butylene Glycol, Cyclohexasiloxane, Cholesterol, Butyrospermum Parkii (Shea Butter), Steareth-10, Dimethicone, Glyceryl Stearate SE, Polysilicone-11, Glyceryl Triacetyl Ricinoleate, Macadamia Integrifolia Seed Oil, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Helianthus Annuus (Sunflower) Seedcake, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Calcium Gluconate, Copper Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Water\Aqua\Eau, Citrus Aurantifolia (Lime) Peel Extract, Laminaria Digitata Extract, Crithmum Maritimum Extract, Salicornia Herbacea Extract, Plankton Extract, Chlorella Vulgaris Extract, Glycine Soja (Soybean) Seed Extract, Glycerin, Caffeine, Sea Salt\Maris Sal\Sel Marin, Micrococcus Lysate, Diethylhexyl Succinate, Adenosine Phosphate, Creatine, Hydrolyzed Algin, Isocetyl Stearoyl Stearate, Hydrogenated Vegetable Oil, Cetyl Alcohol, Sucrose, Acetyl Hexapeptide-8, Glucose Oxidase, Polyacrylamide, Acetyl Carnitine Hcl, Glucose, Caprylic/Capric Triglyceride, C13-14 Isoparaffin, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Sodium PCA, Glycosaminoglycans, Urea, Triethylhexanoin, Distearyldimonium Chloride, Dipalmitoyl Hydroxyproline, Sodium Hyaluronate, Laureth-7, Lecithin, Trehalose, Polyquaternium-51, Lactoperoxidase, Hydroxypropyl Cyclodextrin, Cyanocobalamin, Pentylene Glycol, Fragrance (Parfum), Disodium EDTA, BHT, Citronellol, Hydroxycitronellal, Geraniol, Linalool, Limonene, Potassium Sorbate, Phenoxyethanol <Iln43432>  2012: Algae (Seaweed) Extract, Cyclopentasiloxane, Petrolatum, Glyceryl Distearate, Phenyl Trimethicone, Butylene Glycol, Hydrogenated Vegetable Oil, Cholesterol, Shea butter, Steareth-10, Dimethicone, Glyceryl Stearate SE, Polysilicone-11, Sesame Seed Oil, Alfalfa Seed Powder, Sunflower Seedcake, Sweet Almond Seed Meal, Eucalyptus Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesame Seed Powder, Water/Aqua/Eau, Lime Peel Extract, Laminaria Digitata Extract, Crithmum Maritimum Extract, Salicornia Herbacea Extract, Plankton Extract, Chlorella Vulgaris Extract, Soybean Seed Extract, Glycerin, Caffeine, Sea Salt/Maris Sal/Sel Marin, Micrococcus Lysate, Diethylhexyl Succinate, Adenosine Phosphate, Creatine, Hydrolyzed Algin, Isocetyl Stearoyl Stearate, Cetyl Alcohol, Sucrose, Acetyl Hexapeptide-8, Glucose Oxidase, Polyacrylamide, Acetyl Carnitine HCL, Glucose, Caprylic/Capric Triglyceride, C13-14 Isoparaffin, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Sodium PCA, Glycosaminoglycans, Urea, Distearyldimonium Chloride, Dipalmitoyl Hydroxyproline, Sodium Hyaluronate, Laureth-7, Lecithin, Trehalose, Polyquaternium-51, Lactoperoxidase, Hydroxyplopyl Cyclodextrin, Cyanocobalamin, Pentylene Glycol, Fragrance (Parfum), Disodium EDTA, BHT, Citronellol, Hydroxycitronellal, Geraniol, Linalool, Limonene, Potassium Sorbate, Phenoxyethanol",https://www.makeupalley.com/product/showreview.asp/ItemId=15229/Skin-Recovery-Cream/Avene/Moisturizers
La-Mer,The-Moisturizing-Soft-Cream,3.5,"Ingredients 2021: •	Water/Aqua/Eau •	Glycolic Acid •	Glycerin •	Aloe Barbadensis Leaf Juice •	Butylene Glycol •	Caprylic/Capric Triglyceride •	Glyceryl Stearate •	PEG-100 Stearate •	Carthamus Tinctorius (Safflower) Seed Oil •	Sodium Hydroxide •	Cetearyl Alcohol •	Arginine •	Cyclodextrin •	Dimethicone •	Squalane •	Tocopheryl Acetate •	Ascorbyl Palmitate •	Retinyl Palmitate •	Phospholipids •	Leuconostoc/Radish Root Ferment Filtrate •	Citric Acid •	Polysorbate 60 •	Disodium EDTA •	Polysorbate 20 •	Oleth-2 •	Potassium Sorbate •	Sodium Benzoate •	Phenoxyethanol ******Previous Ingredients: Water, Glycolic Acid, Arginine, Whole Leaf Aloe Vera, Glyceryl Stearate, PEG-100 Stearate, Caprylic/Capric Triglyceride, Glycerin, Butylene Glycol, Safflower Oil, Emulsifying Wax, Dimethicone, Squalane, Hydroxyethylcellulose, Micellized Vitamin A, Micellized Vitamin E, Oleth-2, Polysorbate 20, Methylparaben, Propylparaben, Disodium EDTA, Diazolidinyl Urea. 6/11/09",https://www.makeupalley.com/product/showreview.asp/ItemId=155053/The-Moisturizing-Soft-Cream/La-Mer/Moisturizers
Paulas-Choice,Skin-Balancing-Ultra-Sheer-Daily-Defense-SPF-30,3.7,"Active Ingredients: Oxybenzone 4; Avobenzone 3; Homosalate 7; and Octocrylene 2; (sunscreen agents).Other Ingredients: Water (Aqua), Butylene Glycol (slip agent), Silica (absorbent), Cetyl Dimethicone (silicone-based emollient), Aluminum Starch Octenylsuccinate (absorbent/thickener), Camellia Sinensis (Green Tea) Leaf Extract (antioxidant), Aloe Barbadensis Leaf Juice Powder (water-binding agent), Ascorbyl Palmitate (vitamin C/antioxidant), Phospholipids (cell-communicating ingredient), Superoxide Dismutase (antioxidant enzyme), Adenosine (cell-communicating ingredient), Tocopherol (vitamin E/antioxidant), Bisabolol (anti-irritant), Boerhavia Diffusa Root Extract (antioxidant/anti-irritant plant extract), Colloidal Oatmeal (plant-based anti-irritant), Panthenol (skin-conditioning agent), Ginkgo Biloba Leaf Extract (antioxidant), Salix Alba (Willow) Bark Extract (anti-irritant), Acrylate/C10-30 Alkyl Acrylate Crosspolymer (film-forming agent), Titanium Dioxide (opacifying agent), Sodium Hydroxide (pH adjuster), Steareth-21, Steareth-2, Polysorbate 20 (emulsifiers), Disodium EDTA (chelating agent), Phenoxyethanol (preservative), Sorbic Acid (preservative).",https://www.makeupalley.com/product/showreview.asp/ItemId=162557/Skin-Balancing-Ultra-Sheer-Daily-Defense-SPF-30/Paulas-Choice/Moisturizers
Peter-Thomas-Roth,10-Glycolic-Solutions-Moisturizer,4.1,"Purified Water*, Vegetable Glycerin, and Hydroessential Rose (Rosa Damascena). *Water (Vor-Mag) has been vortexed and magnestized to raise the energy to a higher vibration that we believe to be more beneficial. ",https://www.makeupalley.com/product/showreview.asp/ItemId=5875/10-Glycolic-Solutions-Moisturizer/Peter-Thomas-Roth/Moisturizers
NIVEA,Nivea-Visage-Pure--Natural-Soothing-Day-Cream,3.1,"Water, Glycerin, Caprylic/Capric Triglyceride, Hydrogenated Vegetable Oil, Alcohol Denat., Cetearyl Alcohol, Glyceryl Stearate Citrate, Methylpropanediol, Octyldodecanol, Dicaprylyl Ether, Glyceryl Stearate, Argania Spinosa Kernel Oil, Chamomilla Recutita (Matricaria) Flower Extract, Tocopherol, Maltodextrin, Xanthan Gum, Carbomer, Sodium Hydroxide, Phenoxyethanol, Methylisothiazolinone, Fragrance",https://www.makeupalley.com/product/showreview.asp/ItemId=140592/Nivea-Visage-Pure--Natural-Soothing-Day-Cream/NIVEA/Moisturizers
Andalou-Naturals,Acai-+-White-Tea-Oil-Free-Moisturizer,4.4,"Aloe Barbadensis Juice, Vegetable Glycerin, Cyamopsis Tetragonolobus (Guar) Gum, Octyl Palmitate, Saccharomyces Xylinum (Kombucha) Black Tea Ferment, Fruit Stem Cells (Malus Domestica, Solar Vitis) and BioActive 8 Berry Complex, Zea Mays (Corn) Starch, Euterpe Oleracea (Acai) and Salix Alba (Willow Bark) Extracts, Camellia Sinensis (White Tea) and Hibiscus Rosa-Sinensis Extracts, Magnesium Ascorbyl Phosphate (Vitamin C), Vitis Vinifera (Grape Seed) Polyphenols, Olive Squalane, Lecithin, Tocopherol (Vitamin E), Allantoin, Panthenol, Phenethyl Alcohol, Ethylhexylglycerin, Citrus Tangerina (Tangerine) and Cymbopogon Martini (Palmarosa) Oils",https://www.makeupalley.com/product/showreview.asp/ItemId=174731/Acai-+-White-Tea-Oil-Free-Moisturizer/Andalou-Naturals/Moisturizers
Paulas-Choice,RESIST-Intensive-Repair-Cream,4.2,"Water, Ethylhexyl Stearate (thickener), Simmondsia Chinensis (Jojoba) Seed Oil (non-fragrant antioxidant plant oil), Butylene Glycol (slip agent), Glycerin, Caprylic/Capric Triglyceride (skin-repairing ingredients), Petrolatum (emollient), Cetearyl Alcohol (emollient thickener), Dimethicone (silicone skin-conditioning agent), Dipentaerythrityl Hexacaprylate/Hexacaprate, Glyceryl Stearate (thickeners), Tridecyl Trimellitate (skin-conditioning agent), PEG-100 Stearate (thickener), Phenyl Trimethicone (silicone slip agent), Retinol, Adenosine, Palmitoyl Tetrapeptide-7, Palmitoyl Hexapeptide-12, Palmitoyl Tripeptide-1 (cell-communicating ingredients), Ceramide 2, Sodium Hyaluronate (skin-repairing ingredients), Magnesium Ascorbyl Phosphate (vitamin C/antioxidant), Niacinamide (cell-communicating ingredient),Tocopherol (vitamin E/antioxidant), Lecithin, Linoleic Acid, Linolenic Acid (fatty acid-based cell-communicating ingredients), Retinyl Palmitate (vitamin A/antioxidant), Glycyrrhiza Glabra (Licorice) Root Extract (anti-irritant), Camellia Oleifera (Green Tea) Leaf Extract, Citrullus Vulgaris (Watermelon) Fruit Extract, Lens Esculenta (Lentil) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Glycine Soja (Soybean) Sterols (plant-based antioxidants), Tribehenin (skin-conditioning agent), PEG-10 Phytosterol (solubilizing agent), Magnesium Aluminum Silicate (slip agent),Sodium PCA (skin-repairing ingredient), Sodium Lactate (water-binding agent), Sodium Hydroxide (stabilizer), Neopentyl Glycol Dicaprylate/Dicaprate (emollient), Cetearyl Glucoside (emulsifier), Tridecyl Stearate (emollient), Benzoic Acid (pH adjuster), Behenyl Alcohol, Sclerotium Gum, Carbomer, C12-15 Alkyl Benzoate (thickeners), Polysorbate 20 (emulsifier), Disodium EDTA (stabilizer), Sorbic Acid, Chlorphenesin, Phenoxyethanol (preservatives)",https://www.makeupalley.com/product/showreview.asp/ItemId=175045/RESIST-Intensive-Repair-Cream/Paulas-Choice/Moisturizers
Heritage-Store,Rosewater-and-Glycerin-Spray,4.4,"Visionnaire Advanced Multi-Correcting Cream: AQUA / WATER, GLYCERIN, DICAPRYLYL ETHER, CYCLOHEXASILOXANE, BUTYLENE GLYCOL, ISOPROPYL ISOSTEARATE, SODIUM TETRAHYDROJASMONATE, DIMETHICONE, CETYL ALCOHOL, DIPROPYLENE GLYCOL, BEHENYL ALCOHOL, SILICA, ARACHIDYL ALCOHOL, SECALE CEREALE EXTRACT / RYE SEED EXTRACT, SODIUM HYDROXIDE, SODIUM HYALURONATE, STEARIC ACID, PHENOXYETHANOL, STEARYL ALCOHOL, ADENOSINE, PEG-10 DIMETHICONE, PEG-100 STEARATE, POLYSILICONE-11, PALMITIC ACID, POLOXAMER 338, AMMONIUM POLYACRYLDIMETHYLTAURAMIDE / AMMONIUM POLYACRYLOYLDIMETHYL TAURATE, LIMONENE, PENTYLENE GLYCOL, LINALOOL, CAPRYLYL GLYCOL, CARBOMER, ACRYLONITRILE/METHYL METHACRYLATE/VINYLIDENE CHLORIDE COPOLYMER, DISODIUM EDTA, CETEARYL ALCOHOL, METHYLDIHYDROJASMONATE, CETEARYL GLUCOSIDE, CITRONELLOL, PARFUM / FRAGRANCEVisionnaire Advanced Multi-Correcting Rich Cream: INGREDIENTS : â€¢ AQUA / WATER â€¢ GLYCERIN â€¢ DICAPRYLYL ETHER â€¢ BUTYROSPERMUM PARKII BUTTER / SHEABUTTER â€¢ HYDROXYPROPYL TETRAHYDROPYRANTRIOL â€¢ ISONONYL ISONONANOATE â€¢ ISOPROPYL ISOSTEARATE â€¢ PROPYLENE GLYCOL â€¢ SODIUM TETRAHYDROJASMONATE â€¢ CETYL ALCOHOL â€¢ DIMETHICONE â€¢ BEHENYL ALCOHOL â€¢ DIPROPYLENE GLYCOL â€¢ GLYCERYL STEARATE â€¢ STEARIC ACID â€¢ ARACHIDYL ALCOHOL â€¢ SODIUM HYDROXIDE â€¢ HYDROLYZED HYALURONIC ACID â€¢ PHENOXYETHANOL â€¢ STEARYL ALCOHOL â€¢ ADENOSINE â€¢ PEG-100 STEARATE â€¢ PALMITIC ACID â€¢ LIMONENE â€¢ XANTHAN GUM â€¢ PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE â€¢ LINALOOL â€¢ CAPRYLYL GLYCOL â€¢ CARBOMER â€¢ DISODIUM EDTA â€¢ CETEARYL ALCOHOL â€¢ METHYLDIHYDROJASMONATE â€¢ CETEARYL GLUCOSIDE â€¢ CITRONELLOL â€¢ PARFUM / FRAGRANCE â€¢ (F.I.L. : B175095/1)",https://www.makeupalley.com/product/showreview.asp/ItemId=206464/Rosewater-and-Glycerin-Spray/Heritage-Store/Moisturizers
Lancome,Visionnaire-Advanced-Multi-Correcting-Cream,2.6,"Water (Aqua), Aloe Barbadensis Leaf Extract, Tridecyl Stearate, Neopentyl Glycol Dicaprylate/Dicaprate, Tridecyl Trimellitate, Stearic Acid, Propanediol, Palmitic Acid, Glyceryl Stearate SE, Phenyl Trimethicone, Hyaluronic Acid, Butyrospermum Parkii (Shea) Butter, Glycerin, Betaine, Tremella Fuciformis Sporocarp Extract, Camellia Sinensis (Tea) Extract, Aspalathus Linearis (Rooibos) Extract, Boswellia Serrata Extract, Honey Extract, Tetrapeptide-14, Tropaeolum Majus Flower/Leaf/Stem Extract Retinyl Palmitate, Ascorbyl Palmitate, Tocopheryl Acetate, Polyacrylamide, Leuconostoc/Radish Root Ferment Filtrate Phospholipids, Beeswax, Ceteareth-20, Laureth-7, Citric Acid, Trisodium Ethylenediamine Disuccinate, Cetyl Palmitate, C13-14 Isoparaffin, Butylene Glycol, Aminomethyl Propanol, Lonicera Caprifolium (Honeysuckle) Flower Extract Lonicera Japonica (Honeysuckle) Flower Extract",https://www.makeupalley.com/product/showreview.asp/ItemId=174591/Visionnaire-Advanced-Multi-Correcting-Cream/Lancome/Moisturizers
La-Prairie,Cellular-Radiance-Cream,3.8,"Water (Aqua), Petrolatum, Hydrogenated Polyisobutene, Butylene Glycol, Cetyl Caprylate, PPG-2 Isoceteth-20 Acetate, Glycerin, Triethylhexanoin, Squalane, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Hydrogenated Lecithin, Glycoproteins*, Panax Ginseng Root Extract*, Equisetum Arvense (Horsetail) Extract*, Vinyl Dimethicone/Lauryl Dimethicone Crosspolymer, PEG-8, Glycine Soja (Soybean) Oil, Oleyl Alcohol, dimethicone Silylate, Dioscorea Villosa (Wild Yam) Root Extract, Glycine Soja (Soybean) Sterols, Retinyl Palmitate, Dimethicone, Phenyl Methicone, Cyclopentasiloxane, Cyclohexasiloxane, Niacinamide, Ascorbyl Palmitate, Aminopropyl Ascorbyl Phosphate, Carica Papaya (Papaya) Fuit Extract, Cimicifuga Racemosa Root Extract, Trifolium Pratense (Clover) Flower Extract, Echinacea Purpurea Extract, Cholesteryl Nonanoate, Cholesteryl Oleate, Cholesteryl Stearate, Quartz, Schizophyllan, Beta-Glucan, Sodium PCA, UREA, Trehalose, Polyquaternium-51, Sodium Hyaluronate, Carbomer, Triethanolamine, Xanthan Gum, Lithium Magnesium Sodium Silicate, Polyphosphorylcholine Glycol Acrylate, Cetearyl Alcohol, Propylene Glycol, Arachis Hypogaea (Peanut) Oil, Polysorbate 60, PEG-150 Pentaerythrityl Tetrastearate, PEG-6 Caprylic/Capric Glycerides, MICA, Fragrance (Parfum), Benzyl Alcohol, Linalool, Hydroxycitronellal, Alpha-Isomethyl Ionone, Amyl Cinnamal, Hexyl Cinnamal, Evernia Furfuracea (Treemoss) Extract, Geraniol, Benzyl Benzoate, Butylphenyl Methylpopional, Citronellol, Eugenol, Benzyl Salicylate, Benzoic Acid, Chlorphenesin, Phenoxyethanol, Methylparaben, Ethylparaben, Propylparaben, Butylparaben, Isobutylparaben, Titanium Dioxide (CI 77891), Red 4 (CI 14700), Yellow 5 (CI 19140), Orange 4 (CI 15510)",https://www.makeupalley.com/product/showreview.asp/ItemId=58764/Cellular-Radiance-Cream/La-Prairie/Moisturizers
Ole-Henriksen,Sheer-Transformation-Perfecting-Moisturizer,3.5,"INGREDIENTS: Water, Dimethicone, Caprylic/Capric Triglyceride, Cyclomethicone, Dimethiconol, Cetyl Alcohol, Stearyl Alcohol, Tocopheryl Acetate , Ascorbyl Palmitate , Sorbitol, Glycerin, Calcium Ascorbate, Chamomile Recutita (Matricaria) Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Santalum Album (Sandalwood) Extract, Helianthus Annuus (Sunflower) Seed Extract, Vaccinium Myrtillus Extract, Saccharum Officinarum (Sugar Cane) Extract, Acer Saccharum (Sugar Maple) Extract, Citrus Auranium Dulcis (Orange) Fruit Extract, Citrus Medica Limonum (Lemon) Fruit Extract, Berberis Aquilforium Extract, Steareth-20, Methylsulfonylmethane , Glycerin, Kojic Dipalmitate, Steareth-2, Phenoxyethanol, Lecithin, Superoxide Dismutase, Xanthan Gum, Caprylyl Glycol, Hexylene Glycol, Octyldodecanol, Hydrogenated Coco-Glycerides ",https://www.makeupalley.com/product/showreview.asp/ItemId=712/Sheer-Transformation-Perfecting-Moisturizer/Ole-Henriksen/Moisturizers
Glossier,Priming-Moisturizer,3.2,"Aqua (Water), Caprylic/Capric Triglyceride, Cetyl Alcohol, Propanediol, Stearyl Alcohol, Glycerin, Sodium Hyaluronate, Arginine, Aspartic Acid, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Glucose, Maltose, Fructose, Trehalose, Sodium PCA, PCA, Sodium Lactate, Urea, Allantoin, Linoleic Acid, Oleic Acid, Phytosteryl Canola Glycerides, Palmitic Acid, Stearic Acid, Lecithin, Triolein, Tocopherol, Carbomer, Isoceteth-20, Polysorbate 60, Sodium Chloride, Citric Acid, Trisodium Ethylenediamine Disuccinate, Pentylene Glycol, Triethanolamine, Sodium Hydroxide, Phenoxyethanol, Chlorphenesin.",https://www.makeupalley.com/product/showreview.asp/ItemId=175988/Priming-Moisturizer/Glossier/Moisturizers
Deciem,The-Ordinary-Natural-Moisturizing-Factors-+-HA,3.7,"Ingredients Purified water, organic sunflower oil, vegetable glycerin, glyceryl stearate, octyl palmitate, organic aloe barbadensis leaf juice, tromethamine stearate, cetyl alcohol, glyceryl monolaurate, extracts of centella asiatica (gotu kola), chamomilla recutita (chamomile) and jasminum officinale, tocopherol and tocopheryl acetate (vitamin E), organic oils of sweet almond, borago officinalis (borage) and   jojoba, allantoin, panthenol (pro-vitamin B5), macadamia ternifolia oil and aleurites moluccana (kukui) nut oil,   awapuhi and carica papaya extracts, dimethicone, xanthan gum, ethylhexylglycerin, phenoxyethanol and fragrance.5/23/09",https://www.makeupalley.com/product/showreview.asp/ItemId=192842/The-Ordinary-Natural-Moisturizing-Factors-+-HA/Deciem/Moisturizers
